[2019-07-07 20:16:40 $28653.0]	INFO	Server is reloading all workers now
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34415] exit timeout, forced kill
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34420] abnormal exit, status=0, signal=9
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34419] abnormal exit, status=0, signal=9
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34418] abnormal exit, status=0, signal=9
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34417] abnormal exit, status=0, signal=9
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34416] abnormal exit, status=0, signal=9
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34415] abnormal exit, status=0, signal=9
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34414] abnormal exit, status=0, signal=9
[2019-07-07 20:53:39 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34428] exit timeout, forced kill
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34436] exit timeout, forced kill
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34442] exit timeout, forced kill
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34437] exit timeout, forced kill
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34438] exit timeout, forced kill
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34439] exit timeout, forced kill
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34440] exit timeout, forced kill
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34441] exit timeout, forced kill
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34436] abnormal exit, status=0, signal=9
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34442] abnormal exit, status=0, signal=9
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34441] abnormal exit, status=0, signal=9
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34440] abnormal exit, status=0, signal=9
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34439] abnormal exit, status=0, signal=9
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34438] abnormal exit, status=0, signal=9
[2019-07-07 20:53:42 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34437] abnormal exit, status=0, signal=9
[2019-07-07 20:53:52 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34624] exit timeout, forced kill
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34630] exit timeout, forced kill
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34631] exit timeout, forced kill
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34636] exit timeout, forced kill
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34635] exit timeout, forced kill
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34634] exit timeout, forced kill
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34633] exit timeout, forced kill
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34632] exit timeout, forced kill
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34630] abnormal exit, status=0, signal=9
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34636] abnormal exit, status=0, signal=9
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34635] abnormal exit, status=0, signal=9
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34634] abnormal exit, status=0, signal=9
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34633] abnormal exit, status=0, signal=9
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34632] abnormal exit, status=0, signal=9
[2019-07-07 20:53:55 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34631] abnormal exit, status=0, signal=9
[2019-07-07 20:54:29 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34646] exit timeout, forced kill
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34653] exit timeout, forced kill
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34659] exit timeout, forced kill
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34654] exit timeout, forced kill
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34655] exit timeout, forced kill
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34656] exit timeout, forced kill
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34657] exit timeout, forced kill
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34658] exit timeout, forced kill
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34659] abnormal exit, status=0, signal=9
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34654] abnormal exit, status=0, signal=9
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34658] abnormal exit, status=0, signal=9
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34657] abnormal exit, status=0, signal=9
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34656] abnormal exit, status=0, signal=9
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34655] abnormal exit, status=0, signal=9
[2019-07-07 20:54:32 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34653] abnormal exit, status=0, signal=9
[2019-07-07 20:54:41 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34685] exit timeout, forced kill
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34693] exit timeout, forced kill
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34687] exit timeout, forced kill
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34688] exit timeout, forced kill
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34692] exit timeout, forced kill
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34691] exit timeout, forced kill
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34690] exit timeout, forced kill
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34689] exit timeout, forced kill
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34693] abnormal exit, status=0, signal=9
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34692] abnormal exit, status=0, signal=9
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34691] abnormal exit, status=0, signal=9
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34690] abnormal exit, status=0, signal=9
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34689] abnormal exit, status=0, signal=9
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34688] abnormal exit, status=0, signal=9
[2019-07-07 20:54:44 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34687] abnormal exit, status=0, signal=9
[2019-07-07 20:55:58 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34703] exit timeout, forced kill
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34709] exit timeout, forced kill
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34715] exit timeout, forced kill
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34714] exit timeout, forced kill
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34710] exit timeout, forced kill
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34711] exit timeout, forced kill
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34712] exit timeout, forced kill
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34713] exit timeout, forced kill
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34715] abnormal exit, status=0, signal=9
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34714] abnormal exit, status=0, signal=9
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34713] abnormal exit, status=0, signal=9
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34712] abnormal exit, status=0, signal=9
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34711] abnormal exit, status=0, signal=9
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34710] abnormal exit, status=0, signal=9
[2019-07-07 20:56:01 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34709] abnormal exit, status=0, signal=9
[2019-07-07 20:56:04 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34763] exit timeout, forced kill
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34773] exit timeout, forced kill
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34767] exit timeout, forced kill
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34768] exit timeout, forced kill
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34772] exit timeout, forced kill
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34771] exit timeout, forced kill
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34770] exit timeout, forced kill
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34769] exit timeout, forced kill
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34773] abnormal exit, status=0, signal=9
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34772] abnormal exit, status=0, signal=9
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34771] abnormal exit, status=0, signal=9
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34770] abnormal exit, status=0, signal=9
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34769] abnormal exit, status=0, signal=9
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34768] abnormal exit, status=0, signal=9
[2019-07-07 20:56:07 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34767] abnormal exit, status=0, signal=9
[2019-07-07 20:56:36 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34781] exit timeout, forced kill
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34786] exit timeout, forced kill
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34792] exit timeout, forced kill
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34791] exit timeout, forced kill
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34787] exit timeout, forced kill
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34788] exit timeout, forced kill
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34789] exit timeout, forced kill
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34790] exit timeout, forced kill
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34786] abnormal exit, status=0, signal=9
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34792] abnormal exit, status=0, signal=9
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34791] abnormal exit, status=0, signal=9
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34790] abnormal exit, status=0, signal=9
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34789] abnormal exit, status=0, signal=9
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34788] abnormal exit, status=0, signal=9
[2019-07-07 20:56:39 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34787] abnormal exit, status=0, signal=9
[2019-07-07 20:56:39 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34814] exit timeout, forced kill
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34828] exit timeout, forced kill
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34829] exit timeout, forced kill
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34830] exit timeout, forced kill
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34834] exit timeout, forced kill
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34833] exit timeout, forced kill
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34832] exit timeout, forced kill
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34831] exit timeout, forced kill
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34828] abnormal exit, status=0, signal=9
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34830] abnormal exit, status=0, signal=9
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34834] abnormal exit, status=0, signal=9
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34833] abnormal exit, status=0, signal=9
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34832] abnormal exit, status=0, signal=9
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34831] abnormal exit, status=0, signal=9
[2019-07-07 20:56:42 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34829] abnormal exit, status=0, signal=9
[2019-07-07 20:56:42 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34841] exit timeout, forced kill
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34847] exit timeout, forced kill
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34853] exit timeout, forced kill
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34848] exit timeout, forced kill
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34849] exit timeout, forced kill
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34850] exit timeout, forced kill
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34851] exit timeout, forced kill
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34852] exit timeout, forced kill
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34847] abnormal exit, status=0, signal=9
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34853] abnormal exit, status=0, signal=9
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34852] abnormal exit, status=0, signal=9
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34851] abnormal exit, status=0, signal=9
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34850] abnormal exit, status=0, signal=9
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34849] abnormal exit, status=0, signal=9
[2019-07-07 20:56:45 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34848] abnormal exit, status=0, signal=9
[2019-07-07 20:57:48 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34861] exit timeout, forced kill
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34865] exit timeout, forced kill
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34866] exit timeout, forced kill
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34871] exit timeout, forced kill
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34870] exit timeout, forced kill
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34869] exit timeout, forced kill
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34868] exit timeout, forced kill
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34867] exit timeout, forced kill
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34865] abnormal exit, status=0, signal=9
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34871] abnormal exit, status=0, signal=9
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34870] abnormal exit, status=0, signal=9
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34869] abnormal exit, status=0, signal=9
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34868] abnormal exit, status=0, signal=9
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34867] abnormal exit, status=0, signal=9
[2019-07-07 20:57:51 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34866] abnormal exit, status=0, signal=9
[2019-07-07 20:58:54 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34932] exit timeout, forced kill
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34934] exit timeout, forced kill
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34940] exit timeout, forced kill
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34935] exit timeout, forced kill
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34936] exit timeout, forced kill
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34937] exit timeout, forced kill
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34938] exit timeout, forced kill
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34939] exit timeout, forced kill
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34935] abnormal exit, status=0, signal=9
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34940] abnormal exit, status=0, signal=9
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34939] abnormal exit, status=0, signal=9
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34938] abnormal exit, status=0, signal=9
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34937] abnormal exit, status=0, signal=9
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34936] abnormal exit, status=0, signal=9
[2019-07-07 20:58:57 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34934] abnormal exit, status=0, signal=9
[2019-07-07 20:59:37 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34982] exit timeout, forced kill
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34990] exit timeout, forced kill
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34985] exit timeout, forced kill
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34984] exit timeout, forced kill
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34989] exit timeout, forced kill
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34988] exit timeout, forced kill
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34987] exit timeout, forced kill
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34986] exit timeout, forced kill
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34985] abnormal exit, status=0, signal=9
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34990] abnormal exit, status=0, signal=9
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34989] abnormal exit, status=0, signal=9
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34988] abnormal exit, status=0, signal=9
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34987] abnormal exit, status=0, signal=9
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34986] abnormal exit, status=0, signal=9
[2019-07-07 20:59:40 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34984] abnormal exit, status=0, signal=9
[2019-07-08 10:20:30 $38085.0]	INFO	Server is reloading all workers now
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=38086] exit timeout, forced kill
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=38087] exit timeout, forced kill
[2019-07-08 10:20:33 $38085.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=38088] exit timeout, forced kill
